"Name" "Team" "Position" "Height" "Weight" "Age" "PosCategory"
"324" "Rocco_Baldelli" "TB" "Outfielder" 76 187 25.43 "Outfielder"
"325" "Greg_Norton" "TB" "Outfielder" 73 200 34.65 "Outfielder"
"326" "Elijah_Dukes" "TB" "Outfielder" 74 220 22.68 "Outfielder"
"327" "Delmon_Young" "TB" "Outfielder" 75 205 21.46 "Outfielder"
"329" "Edwin_Jackson" "TB" "Starting_Pitcher" 75 190 23.47 "Pitcher"
"330" "Scott_Kazmir" "TB" "Starting_Pitcher" 72 170 23.1 "Pitcher"
"331" "Casey_Fossum" "TB" "Starting_Pitcher" 73 160 29.14 "Pitcher"
"332" "Jae_Seo" "TB" "Starting_Pitcher" 73 215 29.77 "Pitcher"
"333" "J.P._Howell" "TB" "Starting_Pitcher" 72 175 23.85 "Pitcher"
"334" "Tim_Corcoran" "TB" "Starting_Pitcher" 74 205 28.88 "Pitcher"
"335" "Jason_Hammel" "TB" "Starting_Pitcher" 78 200 24.49 "Pitcher"
"336" "James_Shields" "TB" "Starting_Pitcher" 76 214 25.19 "Pitcher"
"337" "Brian_Stokes" "TB" "Starting_Pitcher" 73 200 27.48 "Pitcher"
"338" "Juan_Salas" "TB" "Relief_Pitcher" 74 190 28.31 "Pitcher"
"339" "Jeff_Ridgway" "TB" "Relief_Pitcher" 75 180 26.54 "Pitcher"
"340" "Ruddy_Lugo" "TB" "Relief_Pitcher" 70 205 26.77 "Pitcher"
"341" "Jae-Kuk_Ryu" "TB" "Relief_Pitcher" 75 220 23.75 "Pitcher"
"342" "Chad_Orvella" "TB" "Relief_Pitcher" 71 190 26.41 "Pitcher"
"343" "Dan_Miceli" "TB" "Relief_Pitcher" 72 215 36.47 "Pitcher"
"344" "Seth_McClung" "TB" "Relief_Pitcher" 78 235 26.06 "Pitcher"
"345" "Jon_Switzer" "TB" "Relief_Pitcher" 75 191 27.55 "Pitcher"
"346" "Shawn_Camp" "TB" "Relief_Pitcher" 73 200 31.28 "Pitcher"
"347" "Scott_Dohmann" "TB" "Relief_Pitcher" 73 181 29.04 "Pitcher"
"348" "Jason_LaRue" "KC" "Catcher" 71 200 32.95 "Catcher"
"349" "John_Buck" "KC" "Catcher" 75 210 26.65 "Catcher"
"350" "Ryan_Shealy" "KC" "First_Baseman" 77 240 27.5 "Infielder"
"351" "Ross_Gload" "KC" "First_Baseman" 72 185 30.9 "Infielder"
"352" "Esteban_German" "KC" "Second_Baseman" 69 165 29.09 "Infielder"
"353" "Mark_Grudzielanek" "KC" "Second_Baseman" 73 190 36.67 "Infielder"
"354" "Angel_Sanchez" "KC" "Second_Baseman" 74 185 23.44 "Infielder"
"355" "Angel_Berroa" "KC" "Shortstop" 72 175 29.09 "Infielder"
"356" "Andres_Blanco" "KC" "Shortstop" 70 155 22.89 "Infielder"
"357" "Mark_Teahen" "KC" "Third_Baseman" 75 210 25.48 "Infielder"
"358" "Joey_Gathright" "KC" "Outfielder" 70 170 25.84 "Outfielder"
"359" "David_DeJesus" "KC" "Outfielder" 72 175 27.2 "Outfielder"
"360" "Shane_Costa" "KC" "Outfielder" 72 220 25.22 "Outfielder"
"361" "Mitch_Maier" "KC" "Outfielder" 74 210 24.67 "Outfielder"
"362" "Reggie_Sanders" "KC" "Outfielder" 73 205 39.25 "Outfielder"
"363" "Emil_Brown" "KC" "Outfielder" 74 200 32.17 "Outfielder"
"365" "John_Bale" "KC" "Starting_Pitcher" 76 205 32.77 "Pitcher"
"366" "Luke_Hudson" "KC" "Starting_Pitcher" 75 195 29.83 "Pitcher"
"367" "Scott_Elarton" "KC" "Starting_Pitcher" 80 240 31.02 "Pitcher"
"368" "Odalis_Perez" "KC" "Starting_Pitcher" 72 150 29.73 "Pitcher"
"369" "Gil_Meche" "KC" "Starting_Pitcher" 75 200 28.48 "Pitcher"
"370" "Neal_Musser" "KC" "Starting_Pitcher" 73 215 26.51 "Pitcher"
"371" "Brian_Bannister" "KC" "Starting_Pitcher" 74 202 26 "Pitcher"
"372" "Zack_Greinke" "KC" "Starting_Pitcher" 74 200 23.36 "Pitcher"
"373" "Jorge_De_La_Rosa" "KC" "Starting_Pitcher" 73 190 25.9 "Pitcher"
"374" "Todd_Wellemeyer" "KC" "Relief_Pitcher" 75 205 28.5 "Pitcher"
"375" "Jimmy_Gobble" "KC" "Relief_Pitcher" 75 190 25.62 "Pitcher"
"376" "Joel_Peralta" "KC" "Relief_Pitcher" 71 160 30.94 "Pitcher"
"377" "Ryan_Braun" "KC" "Relief_Pitcher" 73 215 26.59 "Pitcher"
"378" "Joakim_Soria" "KC" "Relief_Pitcher" 75 185 22.78 "Pitcher"
"379" "Ken_Ray" "KC" "Relief_Pitcher" 74 200 32.26 "Pitcher"
"380" "David_Riske" "KC" "Relief_Pitcher" 74 190 30.35 "Pitcher"
"381" "Octavio_Dotel" "KC" "Relief_Pitcher" 72 210 33.26 "Pitcher"
"382" "Joe_Nelson" "KC" "Relief_Pitcher" 74 185 32.35 "Pitcher"
"383" "Gerald_Laird" "TEX" "Catcher" 74 220 27.3 "Catcher"
"384" "Miguel_Ojeda" "TEX" "Catcher" 74 190 32.08 "Catcher"
"385" "Guillermo_Quiroz" "TEX" "Catcher" 73 202 25.25 "Catcher"
"386" "Chris_Stewart" "TEX" "Catcher" 76 205 25.03 "Catcher"
"387" "Mark_Teixeira" "TEX" "First_Baseman" 75 220 26.89 "Infielder"
"388" "Ian_Kinsler" "TEX" "Second_Baseman" 72 175 24.69 "Infielder"
"389" "Joaquin_Arias" "TEX" "Shortstop" 73 160 22.44 "Infielder"
"390" "Michael_Young" "TEX" "Shortstop" 73 190 30.36 "Infielder"
"391" "Hank_Blalock" "TEX" "Third_Baseman" 73 200 26.27 "Infielder"
"392" "Marlon_Byrd" "TEX" "Outfielder" 72 229 29.5 "Outfielder"
"393" "Brad_Wilkerson" "TEX" "Outfielder" 72 206 29.75 "Outfielder"
"394" "Sammy_Sosa" "TEX" "Outfielder" 72 220 38.3 "Outfielder"
"395" "Kenny_Lofton" "TEX" "Outfielder" 72 180 39.75 "Outfielder"
"396" "Frank_Catalanotto" "TEX" "Outfielder" 71 195 32.84 "Outfielder"
"397" "Nelson_Cruz" "TEX" "Outfielder" 75 175 26.66 "Outfielder"
"399" "Robinson_Tejeda" "TEX" "Starting_Pitcher" 75 188 24.94 "Pitcher"
"400" "John_Rheinecker" "TEX" "Starting_Pitcher" 74 230 27.76 "Pitcher"
"401" "Edinson_Volquez" "TEX" "Starting_Pitcher" 73 190 23.66 "Pitcher"
"402" "A.J._Murray" "TEX" "Starting_Pitcher" 75 200 24.96 "Pitcher"
"403" "Brandon_McCarthy" "TEX" "Starting_Pitcher" 79 190 23.65 "Pitcher"
"404" "Vicente_Padilla" "TEX" "Starting_Pitcher" 74 219 29.42 "Pitcher"
"405" "Kevin_Millwood" "TEX" "Starting_Pitcher" 76 235 32.18 "Pitcher"
"406" "John_Koronka" "TEX" "Starting_Pitcher" 73 180 26.66 "Pitcher"
"407" "Frank_Francisco" "TEX" "Relief_Pitcher" 74 180 27.47 "Pitcher"
"408" "Francisco_Cruceta" "TEX" "Relief_Pitcher" 74 180 25.66 "Pitcher"
"409" "Akinori_Otsuka" "TEX" "Relief_Pitcher" 72 200 35.13 "Pitcher"
"410" "Eric_Gagne" "TEX" "Relief_Pitcher" 74 234 31.15 "Pitcher"
"411" "Ron_Mahay" "TEX" "Relief_Pitcher" 74 185 35.67 "Pitcher"
"412" "Joaquin_Benoit" "TEX" "Relief_Pitcher" 75 220 29.6 "Pitcher"
"413" "Rick_Bauer" "TEX" "Relief_Pitcher" 78 223 30.14 "Pitcher"
"414" "Josh_Rupe" "TEX" "Relief_Pitcher" 74 200 24.53 "Pitcher"
"415" "Wes_Littleton" "TEX" "Relief_Pitcher" 74 210 24.49 "Pitcher"
"416" "C.J._Wilson" "TEX" "Relief_Pitcher" 74 200 26.28 "Pitcher"
"417" "Scott_Feldman" "TEX" "Relief_Pitcher" 77 210 24.06 "Pitcher"
"418" "Gregg_Zaun" "TOR" "Catcher" 70 190 35.88 "Catcher"
"419" "Jason_Phillips" "TOR" "Catcher" 73 177 30.42 "Catcher"
"420" "Lyle_Overbay" "TOR" "First_Baseman" 74 227 30.09 "Infielder"
"421" "Russ_Adams" "TOR" "Second_Baseman" 73 180 26.5 "Infielder"
"422" "Aaron_Hill" "TOR" "Second_Baseman" 71 195 24.94 "Infielder"
"423" "Jason_Smith" "TOR" "Second_Baseman" 75 199 29.6 "Infielder"
"424" "John_McDonald" "TOR" "Shortstop" 71 175 32.43 "Infielder"
"425" "Royce_Clayton" "TOR" "Shortstop" 72 185 37.16 "Infielder"
"426" "Troy_Glaus" "TOR" "Third_Baseman" 77 240 30.57 "Infielder"
"427" "John_Hattig" "TOR" "Third_Baseman" 74 210 27.01 "Infielder"
"428" "Reed_Johnson" "TOR" "Outfielder" 70 180 30.23 "Outfielder"
"429" "Alex_Rios" "TOR" "Outfielder" 77 194 26.03 "Outfielder"
"430" "Vernon_Wells" "TOR" "Outfielder" 73 225 28.23 "Outfielder"
"433" "Shaun_Marcum" "TOR" "Starting_Pitcher" 72 180 25.21 "Pitcher"
"434" "Casey_Janssen" "TOR" "Starting_Pitcher" 76 205 25.45 "Pitcher"
"435" "Gustavo_Chacin" "TOR" "Starting_Pitcher" 71 193 26.24 "Pitcher"
"436" "A.J._Burnett" "TOR" "Starting_Pitcher" 76 230 30.15 "Pitcher"
"437" "Roy_Halladay" "TOR" "Starting_Pitcher" 78 230 29.8 "Pitcher"
"438" "John_Thomson" "TOR" "Starting_Pitcher" 75 220 33.41 "Pitcher"
"439" "Tomo_Ohka" "TOR" "Starting_Pitcher" 73 200 30.95 "Pitcher"
"440" "B.J._Ryan" "TOR" "Relief_Pitcher" 78 249 31.17 "Pitcher"
"441" "Scott_Downs" "TOR" "Relief_Pitcher" 74 190 30.95 "Pitcher"
"442" "Brian_Tallet" "TOR" "Relief_Pitcher" 79 208 29.44 "Pitcher"
"443" "Matt_Roney" "TOR" "Relief_Pitcher" 75 245 27.14 "Pitcher"
"444" "Tracy_Thorpe" "TOR" "Relief_Pitcher" 76 250 26.21 "Pitcher"
"445" "Jean_Machi" "TOR" "Relief_Pitcher" 72 160 24.08 "Pitcher"
"446" "Brandon_League" "TOR" "Relief_Pitcher" 75 192 23.96 "Pitcher"
"447" "Dustin_McGowan" "TOR" "Relief_Pitcher" 75 220 24.94 "Pitcher"
"448" "Jason_Frasor" "TOR" "Relief_Pitcher" 70 170 29.56 "Pitcher"
"449" "Francisco_Rosario" "TOR" "Relief_Pitcher" 72 197 26.42 "Pitcher"
"450" "Davis_Romero" "TOR" "Relief_Pitcher" 70 155 23.92 "Pitcher"
"451" "Jeremy_Accardo" "TOR" "Relief_Pitcher" 74 190 25.23 "Pitcher"
"452" "Mike_Redmond" "MIN" "Catcher" 71 200 35.82 "Catcher"
"453" "Joe_Mauer" "MIN" "Catcher" 76 220 23.87 "Catcher"
"454" "Chris_Heintz" "MIN" "Catcher" 73 210 32.57 "Catcher"
"455" "Justin_Morneau" "MIN" "First_Baseman" 76 228 25.79 "Infielder"
"456" "Luis_Castillo" "MIN" "Second_Baseman" 71 190 31.47 "Infielder"
"457" "Alexi_Casilla" "MIN" "Second_Baseman" 69 160 22.61 "Infielder"
"458" "Alejandro_Machado" "MIN" "Second_Baseman" 72 184 24.85 "Infielder"
"459" "Jason_Bartlett" "MIN" "Shortstop" 72 180 27.33 "Infielder"
"460" "Luis_Rodriguez" "MIN" "Third_Baseman" 69 180 26.67 "Infielder"
"461" "Jeff_Cirillo" "MIN" "Third_Baseman" 73 200 37.43 "Infielder"
"462" "Nick_Punto" "MIN" "Third_Baseman" 69 176 29.31 "Infielder"
"463" "Jason_Tyner" "MIN" "Outfielder" 73 160 29.85 "Outfielder"
"464" "Michael_Cuddyer" "MIN" "Outfielder" 74 222 27.93 "Outfielder"
"465" "Torii_Hunter" "MIN" "Outfielder" 74 211 31.62 "Outfielder"
"466" "Lew_Ford" "MIN" "Outfielder" 72 195 30.55 "Outfielder"
"467" "Jason_Kubel" "MIN" "Outfielder" 71 200 24.77 "Outfielder"
"470" "Ramon_Ortiz" "MIN" "Starting_Pitcher" 72 175 33.77 "Pitcher"
"471" "Johan_Santana" "MIN" "Starting_Pitcher" 72 206 27.97 "Pitcher"
"472" "Carlos_Silva" "MIN" "Starting_Pitcher" 76 240 27.85 "Pitcher"
"473" "Matt_Garza" "MIN" "Starting_Pitcher" 76 185 23.26 "Pitcher"
"474" "Boof_Bonser" "MIN" "Starting_Pitcher" 76 260 25.38 "Pitcher"
"475" "Francisco_Liriano" "MIN" "Starting_Pitcher" 74 185 23.35 "Pitcher"
"476" "Scott_Baker" "MIN" "Starting_Pitcher" 76 221 25.45 "Pitcher"
"477" "Pat_Neshek" "MIN" "Relief_Pitcher" 75 205 26.49 "Pitcher"
"478" "Glen_Perkins" "MIN" "Relief_Pitcher" 71 200 24 "Pitcher"
"479" "Julio_DePaula" "MIN" "Relief_Pitcher" 72 170 24.16 "Pitcher"
"480" "Juan_Rincon" "MIN" "Relief_Pitcher" 71 201 28.1 "Pitcher"
"481" "Jesse_Crain" "MIN" "Relief_Pitcher" 73 205 25.65 "Pitcher"
"482" "Matt_Guerrier" "MIN" "Relief_Pitcher" 75 185 28.58 "Pitcher"
"483" "Joe_Nathan" "MIN" "Relief_Pitcher" 76 205 32.27 "Pitcher"
"484" "Dennys_Reyes" "MIN" "Relief_Pitcher" 75 245 29.86 "Pitcher"
"485" "Brayan_Pe?a" "ATL" "Catcher" 71 220 25.14 "Catcher"
"486" "Brian_McCann" "ATL" "Catcher" 75 210 23.03 "Catcher"
"487" "Craig_Wilson" "ATL" "First_Baseman" 74 220 30.25 "Infielder"
"488" "Chris_Woodward" "ATL" "Second_Baseman" 72 185 30.67 "Infielder"
"489" "Pete_Orr" "ATL" "Second_Baseman" 73 175 27.73 "Infielder"
"490" "Martin_Prado" "ATL" "Second_Baseman" 73 170 23.34 "Infielder"
"491" "Tony_Pe?a" "ATL" "Shortstop" 73 180 25.94 "Infielder"
"492" "Edgar_Renteria" "ATL" "Shortstop" 73 200 31.56 "Infielder"
"493" "Chipper_Jones" "ATL" "Third_Baseman" 76 210 34.85 "Infielder"
"494" "Willy_Aybar" "ATL" "Third_Baseman" 72 175 23.98 "Infielder"
"495" "Jeff_Francoeur" "ATL" "Outfielder" 76 220 23.14 "Outfielder"
"496" "Matt_Diaz" "ATL" "Outfielder" 73 206 28.99 "Outfielder"
"497" "Kelly_Johnson" "ATL" "Outfielder" 73 180 25.02 "Outfielder"
"498" "Andruw_Jones" "ATL" "Outfielder" 73 210 29.85 "Outfielder"
"499" "Ryan_Langerhans" "ATL" "Outfielder" 75 195 27.03 "Outfielder"
"500" "Scott_Thorman" "ATL" "Outfielder" 75 200 25.15 "Outfielder"
"501" "T.J._Bohn" "ATL" "Outfielder" 77 200 27.12 "Outfielder"
"502" "Tim_Hudson" "ATL" "Starting_Pitcher" 73 164 31.63 "Pitcher"
"503" "Jonathan_Johnson" "ATL" "Starting_Pitcher" 72 180 32.62 "Pitcher"
"504" "John_Smoltz" "ATL" "Starting_Pitcher" 75 220 39.79 "Pitcher"
"505" "Mike_Hampton" "ATL" "Starting_Pitcher" 70 195 34.47 "Pitcher"
"506" "Kyle_Davies" "ATL" "Starting_Pitcher" 74 205 23.47 "Pitcher"
"507" "Chuck_James" "ATL" "Starting_Pitcher" 72 170 25.31 "Pitcher"
"508" "Phil_Stockman" "ATL" "Relief_Pitcher" 80 240 27.1 "Pitcher"
"509" "Macay_McBride" "ATL" "Relief_Pitcher" 71 210 24.35 "Pitcher"
"510" "Joey_Devine" "ATL" "Relief_Pitcher" 71 195 23.45 "Pitcher"
"511" "Peter_Moylan" "ATL" "Relief_Pitcher" 74 200 28.24 "Pitcher"
"512" "Mike_Gonzalez" "ATL" "Relief_Pitcher" 74 205 28.77 "Pitcher"
"513" "Lance_Cormier" "ATL" "Relief_Pitcher" 73 192 26.53 "Pitcher"
"514" "Blaine_Boyer" "ATL" "Relief_Pitcher" 75 190 25.64 "Pitcher"
"515" "Manny_Acosta" "ATL" "Relief_Pitcher" 76 170 25.83 "Pitcher"
"516" "Bob_Wickman" "ATL" "Relief_Pitcher" 73 240 38.06 "Pitcher"
"517" "Tanyon_Sturtze" "ATL" "Relief_Pitcher" 77 200 36.38 "Pitcher"
"518" "Oscar_Villarreal" "ATL" "Relief_Pitcher" 72 205 25.27 "Pitcher"
"519" "Rafael_Soriano" "ATL" "Relief_Pitcher" 73 175 27.2 "Pitcher"
"520" "Chad_Paronto" "ATL" "Relief_Pitcher" 77 250 31.59 "Pitcher"
"521" "Tyler_Yates" "ATL" "Relief_Pitcher" 76 220 29.56 "Pitcher"
"522" "Henry_Blanco" "CHC" "Catcher" 71 224 35.5 "Catcher"
"523" "Michael_Barrett" "CHC" "Catcher" 75 210 30.35 "Catcher"
"524" "Geovany_Soto" "CHC" "Catcher" 73 195 24.11 "Catcher"
"525" "Scott_Moore" "CHC" "First_Baseman" 74 180 23.29 "Infielder"
"526" "Derrek_Lee" "CHC" "First_Baseman" 77 245 31.48 "Infielder"
"527" "Ryan_Theriot" "CHC" "Second_Baseman" 71 175 27.23 "Infielder"
"528" "Ronny_Cedeno" "CHC" "Shortstop" 72 180 24.07 "Infielder"
"529" "Aramis_Ramirez" "CHC" "Third_Baseman" 73 215 28.68 "Infielder"
"530" "Cesar_Izturis" "CHC" "Third_Baseman" 69 175 27.05 "Infielder"
"531" "Alfonso_Soriano" "CHC" "Outfielder" 73 180 31.15 "Outfielder"
"532" "Jacque_Jones" "CHC" "Outfielder" 70 195 31.85 "Outfielder"
"533" "Daryle_Ward" "CHC" "Outfielder" 74 230 31.68 "Outfielder"
"534" "Cliff_Floyd" "CHC" "Outfielder" 76 230 34.23 "Outfielder"
"535" "Mark_DeRosa" "CHC" "Outfielder" 73 205 32.01 "Outfielder"
"536" "Matt_Murton" "CHC" "Outfielder" 73 215 25.41 "Outfielder"
"537" "Buck_Coats" "CHC" "Outfielder" 75 195 24.73 "Outfielder"
"538" "Angel_Pagan" "CHC" "Outfielder" 73 180 25.66 "Outfielder"
"539" "Sean_Marshall" "CHC" "Starting_Pitcher" 79 205 24.5 "Pitcher"
"540" "Carlos_Marmol" "CHC" "Starting_Pitcher" 74 180 24.38 "Pitcher"
"541" "Ryan_O'Malley" "CHC" "Starting_Pitcher" 73 190 26.89 "Pitcher"
"542" "Juan_Mateo" "CHC" "Starting_Pitcher" 74 180 24.2 "Pitcher"
"543" "Rich_Hill" "CHC" "Starting_Pitcher" 77 190 26.97 "Pitcher"
"544" "Angel_Guzman" "CHC" "Starting_Pitcher" 75 190 25.21 "Pitcher"
"545" "Wade_Miller" "CHC" "Starting_Pitcher" 74 220 30.46 "Pitcher"
"546" "Jason_Marquis" "CHC" "Starting_Pitcher" 73 210 28.53 "Pitcher"
"547" "Carlos_Zambrano" "CHC" "Starting_Pitcher" 77 255 25.75 "Pitcher"
"548" "Ted_Lilly" "CHC" "Starting_Pitcher" 73 190 31.15 "Pitcher"
"549" "Mark_Prior" "CHC" "Starting_Pitcher" 77 230 26.48 "Pitcher"
"550" "Neal_Cotts" "CHC" "Relief_Pitcher" 74 200 26.93 "Pitcher"
"551" "Will_Ohman" "CHC" "Relief_Pitcher" 74 205 29.55 "Pitcher"
"552" "Scott_Eyre" "CHC" "Relief_Pitcher" 73 210 34.75 "Pitcher"
"553" "Kerry_Wood" "CHC" "Relief_Pitcher" 77 225 29.71 "Pitcher"
"554" "Ryan_Dempster" "CHC" "Relief_Pitcher" 74 215 29.83 "Pitcher"
"555" "Bob_Howry" "CHC" "Relief_Pitcher" 77 220 33.57 "Pitcher"
"556" "Mike_Wuertz" "CHC" "Relief_Pitcher" 75 205 28.21 "Pitcher"
"557" "Roberto_Novoa" "CHC" "Relief_Pitcher" 77 200 27.54 "Pitcher"
"558" "Chris_Snyder" "ARZ" "Catcher" 75 220 26.05 "Catcher"
"559" "Miguel_Montero" "ARZ" "Catcher" 71 197 23.64 "Catcher"
"560" "Conor_Jackson" "ARZ" "First_Baseman" 74 225 24.82 "Infielder"
"561" "Robby_Hammock" "ARZ" "First_Baseman" 70 187 29.8 "Infielder"
"562" "Tony_Clark" "ARZ" "First_Baseman" 79 245 34.71 "Infielder"
"563" "Orlando_Hudson" "ARZ" "Second_Baseman" 72 185 29.22 "Infielder"
"564" "Stephen_Drew" "ARZ" "Shortstop" 72 185 23.96 "Infielder"
"565" "Alberto_Callaspo" "ARZ" "Shortstop" 70 175 23.87 "Infielder"
"566" "Chad_Tracy" "ARZ" "Third_Baseman" 74 200 26.77 "Infielder"
"567" "Chris_Young" "ARZ" "Outfielder" 74 180 23.49 "Outfielder"
"568" "Scott_Hairston" "ARZ" "Outfielder" 72 188 26.77 "Outfielder"
"569" "Carlos_Quentin" "ARZ" "Outfielder" 73 225 24.51 "Outfielder"
"570" "Jeff_DaVanon" "ARZ" "Outfielder" 72 200 33.23 "Outfielder"
"571" "Eric_Byrnes" "ARZ" "Outfielder" 74 210 31.04 "Outfielder"
"572" "Livan_Hernandez" "ARZ" "Starting_Pitcher" 74 245 32.02 "Pitcher"
"573" "Doug_Davis" "ARZ" "Starting_Pitcher" 76 213 31.44 "Pitcher"
"574" "Randy_Johnson" "ARZ" "Starting_Pitcher" 82 231 43.47 "Pitcher"
"575" "Juan_Cruz" "ARZ" "Starting_Pitcher" 74 165 28.38 "Pitcher"
"576" "Brandon_Webb" "ARZ" "Starting_Pitcher" 74 228 27.81 "Pitcher"
"577" "Enrique_Gonzalez" "ARZ" "Starting_Pitcher" 70 210 24.57 "Pitcher"
"578" "Dana_Eveland" "ARZ" "Starting_Pitcher" 73 250 23.34 "Pitcher"
"579" "Brandon_Medders" "ARZ" "Relief_Pitcher" 73 191 27.09 "Pitcher"
"580" "Tony_Pe?a" "ARZ" "Relief_Pitcher" 74 190 25.14 "Pitcher"
"581" "Doug_Slaten" "ARZ" "Relief_Pitcher" 77 200 27.07 "Pitcher"
"582" "Edgar_Gonzalez" "ARZ" "Relief_Pitcher" 72 215 24.02 "Pitcher"
"583" "Jose_Valverde" "ARZ" "Relief_Pitcher" 76 254 27.6 "Pitcher"
"584" "Jorge_Julio" "ARZ" "Relief_Pitcher" 73 232 27.99 "Pitcher"
"585" "Brandon_Lyon" "ARZ" "Relief_Pitcher" 73 180 27.56 "Pitcher"
"586" "Miguel_Olivo" "FLA" "Catcher" 72 215 28.63 "Catcher"
"587" "Matt_Treanor" "FLA" "Catcher" 74 220 30.99 "Catcher"
"588" "Mike_Jacobs" "FLA" "First_Baseman" 74 180 26.33 "Infielder"
"589" "Dan_Uggla" "FLA" "Second_Baseman" 71 200 26.97 "Infielder"
"590" "Robert_Andino" "FLA" "Shortstop" 72 170 22.85 "Infielder"
"591" "Hanley_Ramirez" "FLA" "Shortstop" 75 195 23.19 "Infielder"
"592" "Miguel_Cabrera" "FLA" "Third_Baseman" 74 210 23.87 "Infielder"
"593" "Aaron_Boone" "FLA" "Third_Baseman" 74 200 33.98 "Infielder"
"594" "Joe_Borchard" "FLA" "Outfielder" 77 220 28.26 "Outfielder"
"595" "Alfredo_Amezaga" "FLA" "Outfielder" 70 165 29.12 "Outfielder"
"596" "Cody_Ross" "FLA" "Outfielder" 71 180 26.18 "Outfielder"
"597" "Josh_Willingham" "FLA" "Outfielder" 73 200 28.03 "Outfielder"
"598" "Jeremy_Hermida" "FLA" "Outfielder" 76 200 23.08 "Outfielder"
"599" "Eric_Reed" "FLA" "Outfielder" 71 170 26.24 "Outfielder"
"600" "Reggi_Abercrombie" "FLA" "Outfielder" 75 224 26.63 "Outfielder"
"601" "Ricky_Nolasco" "FLA" "Starting_Pitcher" 74 220 24.21 "Pitcher"
"602" "Anibal_Sanchez" "FLA" "Starting_Pitcher" 72 180 23.01 "Pitcher"
"603" "Scott_Olsen" "FLA" "Starting_Pitcher" 76 198 23.13 "Pitcher"
"604" "Josh_Johnson" "FLA" "Starting_Pitcher" 79 240 23.08 "Pitcher"
"605" "Dontrelle_Willis" "FLA" "Starting_Pitcher" 76 239 25.13 "Pitcher"
"606" "Logan_Kensing" "FLA" "Relief_Pitcher" 73 185 24.66 "Pitcher"
"607" "Sergio_Mitre" "FLA" "Relief_Pitcher" 76 210 26.03 "Pitcher"
"608" "Kevin_Gregg" "FLA" "Relief_Pitcher" 78 220 28.7 "Pitcher"
"609" "Travis_Bowyer" "FLA" "Relief_Pitcher" 75 200 25.57 "Pitcher"
"610" "Renyel_Pinto" "FLA" "Relief_Pitcher" 76 195 24.65 "Pitcher"
"611" "Randy_Messenger" "FLA" "Relief_Pitcher" 72 220 25.55 "Pitcher"
"612" "Yusmeiro_Petit" "FLA" "Relief_Pitcher" 72 230 22.27 "Pitcher"
"613" "Carlos_Martinez" "FLA" "Relief_Pitcher" 73 170 24.76 "Pitcher"
"614" "Taylor_Tankersley" "FLA" "Relief_Pitcher" 73 220 23.98 "Pitcher"
"615" "Henry_Owens" "FLA" "Relief_Pitcher" 75 230 27.85 "Pitcher"
"616" "Jose_Garcia" "FLA" "Relief_Pitcher" 71 165 22.14 "Pitcher"
"617" "Matt_Lindstrom" "FLA" "Relief_Pitcher" 76 205 27.05 "Pitcher"
"618" "Javier_Valentin" "CIN" "Catcher" 70 192 31.45 "Catcher"
"619" "Chad_Moeller" "CIN" "Catcher" 75 210 32.03 "Catcher"
"620" "David_Ross" "CIN" "Catcher" 74 205 29.95 "Catcher"
"621" "Joey_Votto" "CIN" "First_Baseman" 75 200 23.47 "Infielder"
"622" "Scott_Hatteberg" "CIN" "First_Baseman" 73 210 37.21 "Infielder"
"623" "Brandon_Phillips" "CIN" "Second_Baseman" 71 185 25.67 "Infielder"
"624" "Juan_Castro" "CIN" "Shortstop" 71 195 34.69 "Infielder"
"625" "Alex_Gonzalez" "CIN" "Shortstop" 72 202 30.04 "Infielder"
"626" "Mark_Bellhorn" "CIN" "Third_Baseman" 73 205 32.52 "Infielder"
"627" "Edwin_Encarnacion" "CIN" "Third_Baseman" 73 195 24.15 "Infielder"
"628" "Jeff_Keppinger" "CIN" "Third_Baseman" 72 180 26.86 "Infielder"
"629" "Norris_Hopper" "CIN" "Outfielder" 69 200 27.94 "Outfielder"
"630" "Chris_Denorfia" "CIN" "Outfielder" 73 185 26.63 "Outfielder"
"631" "Adam_Dunn" "CIN" "Outfielder" 78 240 27.31 "Outfielder"
"632" "Bubba_Crosby" "CIN" "Outfielder" 71 185 30.55 "Outfielder"
"633" "Jeff_Conine" "CIN" "Outfielder" 73 220 40.68 "Outfielder"
"634" "Ken_Griffey_Jr." "CIN" "Outfielder" 75 205 37.27 "Outfielder"
"635" "Josh_Hamilton" "CIN" "Outfielder" 76 205 25.78 "Outfielder"
"636" "Ryan_Freel" "CIN" "Outfielder" 70 180 30.98 "Outfielder"
"637" "Kyle_Lohse" "CIN" "Starting_Pitcher" 74 201 28.41 "Pitcher"
"638" "Bronson_Arroyo" "CIN" "Starting_Pitcher" 77 190 30.01 "Pitcher"
"639" "Eric_Milton" "CIN" "Starting_Pitcher" 75 208 31.57 "Pitcher"
"640" "Aaron_Harang" "CIN" "Starting_Pitcher" 79 240 28.81 "Pitcher"
"642" "Elizardo_Ramirez" "CIN" "Starting_Pitcher" 72 180 24.09 "Pitcher"
"643" "Todd_Coffey" "CIN" "Relief_Pitcher" 77 230 26.47 "Pitcher"
"644" "Brian_Shackelford" "CIN" "Relief_Pitcher" 73 195 30.5 "Pitcher"
"645" "Bill_Bray" "CIN" "Relief_Pitcher" 75 215 23.74 "Pitcher"
"646" "Bobby_Livingston" "CIN" "Relief_Pitcher" 75 190 24.49 "Pitcher"
